[2020-01-29 14:02:20] Linux 4.15.0-76-generic (lc-server.bench11.wall2-ilabt-iminds-be.wall1.ilabt.iminds.be) 	01/29/20 	_x86_64_	(16 CPU)
[2020-01-29 14:02:21] 
[2020-01-29 14:02:21] 14:02:20      UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
[2020-01-29 14:14:49] 14:14:49    20001     22897    283.00      0.00 1686252  496132   4.04  node /users/dyv
[2020-01-29 14:14:50] 14:14:50    20001     22897    247.00      0.00 1686252  497100   4.05  node /users/dyv
[2020-01-29 14:14:51] 14:14:51    20001     22897    195.00      0.00 1686252  497892   4.05  node /users/dyv
[2020-01-29 14:14:52] 14:14:52    20001     22897    253.00      0.00 1686252  498856   4.06  node /users/dyv
[2020-01-29 14:14:53] 14:14:53    20001     22897    584.00      0.00 1686252  499968   4.07  node /users/dyv
[2020-01-29 14:14:54] 14:14:54    20001     22897    266.00      0.00 1686764  501000   4.08  node /users/dyv
[2020-01-29 14:14:55] 14:14:55    20001     22897    273.00      0.00 1686764  501776   4.08  node /users/dyv
[2020-01-29 14:14:56] 14:14:56    20001     22897    251.00      0.00 1686764  502812   4.09  node /users/dyv
[2020-01-29 14:14:57] 14:14:57    20001     22897    250.00      0.00 1686764  503848   4.10  node /users/dyv
[2020-01-29 14:14:58] 14:14:58    20001     22897    246.00      0.00 1686764  504880   4.11  node /users/dyv
[2020-01-29 14:14:59] 14:14:59    20001     22897    193.00      0.00 1686764  505656   4.12  node /users/dyv
[2020-01-29 14:15:00] 14:15:00    20001     22897   4953.00      0.00 1687276  488828   3.98  node /users/dyv
[2020-01-29 14:15:01] 14:15:01    20001     22897    122.00      0.00 1687276  489276   3.98  node /users/dyv
[2020-01-29 14:15:02] 14:15:02    20001     22897    139.00      0.00 1687276  489804   3.99  node /users/dyv
[2020-01-29 14:15:03] 14:15:03    20001     22897     57.00      0.00 1687276  490068   3.99  node /users/dyv
[2020-01-29 14:15:04] 14:15:04    20001     22897    223.00      0.00 1687276  490860   4.00  node /users/dyv
[2020-01-29 14:15:05] 14:15:05    20001     22897    180.00      0.00 1687276  490928   4.00  node /users/dyv
[2020-01-29 14:15:06] 14:15:06    20001     22897     60.00      0.00 1687276  490928   4.00  node /users/dyv
[2020-01-29 14:15:07] 14:15:07    20001     22897      0.00      0.00 1687276  490928   4.00  node /users/dyv
[2020-01-29 14:15:08] 14:15:08    20001     22897      0.00      0.00 1687276  490928   4.00  node /users/dyv
[2020-01-29 14:15:09] 14:15:09    20001     22897     28.00      0.00 1687276  490928   4.00  node /users/dyv
[2020-01-29 14:15:10] 14:15:10    20001     22897      0.00      0.00 1687276  490928   4.00  node /users/dyv
[2020-01-29 14:15:11] 14:15:11    20001     22897     77.00      0.00 1687276  487872   3.97  node /users/dyv
[2020-01-29 14:15:12] 14:15:12    20001     22897    191.00      0.00 1687276  487336   3.97  node /users/dyv
[2020-01-29 14:15:13] 14:15:13    20001     22897    224.00      0.00 1687276  487104   3.97  node /users/dyv
[2020-01-29 14:15:14] 14:15:14    20001     22897    228.00      0.00 1687276  487124   3.97  node /users/dyv
[2020-01-29 14:15:15] 14:15:15    20001     22897    239.00      0.00 1687276  487916   3.97  node /users/dyv
[2020-01-29 14:15:16] 14:15:16    20001     22897    194.00      0.00 1687276  488708   3.98  node /users/dyv
[2020-01-29 14:15:17] 14:15:17    20001     22897    196.00      0.00 1687276  489500   3.98  node /users/dyv
[2020-01-29 14:15:18] 14:15:18    20001     22897     58.00      0.00 1687276  487756   3.97  node /users/dyv
[2020-01-29 14:15:19] 14:15:19    20001     22897    169.00      0.00 1687276  487524   3.97  node /users/dyv
[2020-01-29 14:15:20] 14:15:20    20001     22897    224.00      0.00 1687276  487292   3.97  node /users/dyv
[2020-01-29 14:15:21] 14:15:21    20001     22897    235.00      0.00 1687276  487012   3.96  node /users/dyv
[2020-01-29 14:15:22] 14:15:22    20001     22897    218.00      0.00 1687276  487108   3.97  node /users/dyv
[2020-01-29 14:15:23] 14:15:23    20001     22897    227.00      0.00 1687276  486876   3.96  node /users/dyv
[2020-01-29 14:15:24] 14:15:24    20001     22897    189.00      0.00 1687276  487668   3.97  node /users/dyv
[2020-01-29 14:15:25] 14:15:25    20001     22897    227.00      0.00 1687276  487432   3.97  node /users/dyv
[2020-01-29 14:15:26] 14:15:26    20001     22897    226.00      0.00 1687276  487464   3.97  node /users/dyv
[2020-01-29 14:15:27] 14:15:27    20001     22897    230.00      0.00 1687276  487184   3.97  node /users/dyv
[2020-01-29 14:15:28] 14:15:28    20001     22897    219.00      0.00 1687276  487216   3.97  node /users/dyv
[2020-01-29 14:15:29] 14:15:29    20001     22897    545.00      0.00 1687276  488144   3.97  node /users/dyv
[2020-01-29 14:15:30] 14:15:30    20001     22897    577.00      0.00 1687276  489984   3.99  node /users/dyv
[2020-01-29 14:15:31] 14:15:31    20001     22897    125.00      0.00 1687276  490248   3.99  node /users/dyv
[2020-01-29 14:15:32] 14:15:32    20001     22897    184.00      0.00 1687276  491016   4.00  node /users/dyv
[2020-01-29 14:15:33] 14:15:33    20001     22897     57.00      0.00 1687276  491016   4.00  node /users/dyv
[2020-01-29 14:15:34] 14:15:34    20001     22897    193.00      0.00 1687276  491808   4.00  node /users/dyv
[2020-01-29 14:15:35] 14:15:35    20001     22897    153.00      0.00 1687276  490996   4.00  node /users/dyv
[2020-01-29 14:15:36] 14:15:36    20001     22897      5.00      0.00 1687276  490996   4.00  node /users/dyv
[2020-01-29 14:15:37] 14:15:37    20001     22897    478.00      0.00 1687276  490996   4.00  node /users/dyv
[2020-01-29 14:15:38] 14:15:38    20001     22897    930.00      0.00 1687276  490996   4.00  node /users/dyv
[2020-01-29 14:15:39] 14:15:39    20001     22897    716.00      0.00 1687276  490996   4.00  node /users/dyv
[2020-01-29 14:15:40] 14:15:40    20001     22897    220.00      0.00 1687276  490996   4.00  node /users/dyv
[2020-01-29 14:15:41] 14:15:41    20001     22897    281.00      0.00 1687276  487924   3.97  node /users/dyv
[2020-01-29 14:15:42] 14:15:42    20001     22897    279.00      0.00 1687276  487380   3.97  node /users/dyv
[2020-01-29 14:15:43] 14:15:43    20001     22897    305.00      0.00 1687276  487152   3.97  node /users/dyv
[2020-01-29 14:15:44] 14:15:44    20001     22897    265.00      0.00 1687276  488020   3.97  node /users/dyv
[2020-01-29 14:15:45] 14:15:45    20001     22897    224.00      0.00 1687276  487876   3.97  node /users/dyv
[2020-01-29 14:15:46] 14:15:46    20001     22897     25.00      0.00 1687276  487876   3.97  node /users/dyv
[2020-01-29 14:15:47] 14:15:47    20001     22897    237.00      0.00 1687276  487416   3.97  node /users/dyv
[2020-01-29 14:15:48] 14:15:48    20001     22897    268.00      0.00 1687276  487240   3.97  node /users/dyv
[2020-01-29 14:15:49] 14:15:49    20001     22897    264.00      0.00 1687276  487244   3.97  node /users/dyv
[2020-01-29 14:15:50] 14:15:50    20001     22897    263.00      0.00 1687276  487096   3.97  node /users/dyv
[2020-01-29 14:15:51] 14:15:51    20001     22897    267.00      0.00 1687276  486964   3.96  node /users/dyv
[2020-01-29 14:15:52] 14:15:52    20001     22897    283.00      0.00 1687276  487040   3.96  node /users/dyv
[2020-01-29 14:15:53] 14:15:53    20001     22897    212.00      0.00 1687276  487704   3.97  node /users/dyv
[2020-01-29 14:15:54] 14:15:54    20001     22897    297.00      0.00 1687276  487516   3.97  node /users/dyv
[2020-01-29 14:15:55] 14:15:55    20001     22897    316.00      0.00 1687276  487572   3.97  node /users/dyv
[2020-01-29 14:15:56] 14:15:56    20001     22897    264.00      0.00 1687276  487396   3.97  node /users/dyv
[2020-01-29 14:15:57] 14:15:57    20001     22897    264.00      0.00 1687276  487272   3.97  node /users/dyv
[2020-01-29 14:15:58] 14:15:58    20001     22897    259.00      0.00 1687276  488168   3.97  node /users/dyv
[2020-01-29 14:15:59] 14:15:59    20001     22897    273.00      0.00 1687276  488940   3.98  node /users/dyv
[2020-01-29 14:16:00] 14:16:00    20001     22897   1581.00      0.00 1687276  491960   4.00  node /users/dyv
[2020-01-29 14:16:01] 14:16:01    20001     22897      6.00      0.00 1687276  491960   4.00  node /users/dyv
[2020-01-29 14:16:02] 14:16:02    20001     22897     17.00      0.00 1687276  491960   4.00  node /users/dyv
[2020-01-29 14:16:03] 14:16:03    20001     22897     39.00      0.00 1687276  492012   4.01  node /users/dyv
[2020-01-29 14:16:04] 14:16:04    20001     22897     10.89      0.00 1687276  492012   4.01  node /users/dyv
[2020-01-29 14:16:05] 14:16:05    20001     22897   1821.00      0.00 1687276  493928   4.02  node /users/dyv
[2020-01-29 14:16:06] 14:16:06    20001     22897    103.00      0.00 1687276  494108   4.02  node /users/dyv
[2020-01-29 14:16:07] 14:16:07    20001     22897     20.00      0.00 1687276  494108   4.02  node /users/dyv
[2020-01-29 14:16:08] 14:16:08    20001     22897     66.00      0.00 1687276  494112   4.02  node /users/dyv
[2020-01-29 14:16:09] 14:16:09    20001     22897      6.00      0.00 1687276  494112   4.02  node /users/dyv
[2020-01-29 14:16:10] 14:16:10    20001     22897     49.00      0.00 1687276  494112   4.02  node /users/dyv
[2020-01-29 14:16:11] 14:16:11    20001     22897    230.00      0.00 1687276  494112   4.02  node /users/dyv
[2020-01-29 14:16:12] 14:16:12    20001     22897     63.00      0.00 1687276  494124   4.02  node /users/dyv
[2020-01-29 14:16:13] 14:16:13    20001     22897    141.00      0.00 1687276  494316   4.02  node /users/dyv
[2020-01-29 14:16:14] 14:16:14    20001     22897    248.00      0.00 1687276  495276   4.03  node /users/dyv
[2020-01-29 14:16:15] 14:16:15    20001     22897    195.00      0.00 1687276  496044   4.04  node /users/dyv
[2020-01-29 14:16:16] 14:16:16    20001     22897    249.00      0.00 1687276  496736   4.04  node /users/dyv
[2020-01-29 14:16:17] 14:16:17    20001     22897    257.00      0.00 1687276  497656   4.05  node /users/dyv
[2020-01-29 14:16:18] 14:16:18    20001     22897    263.00      0.00 1687276  498568   4.06  node /users/dyv
[2020-01-29 14:16:19] 14:16:19    20001     22897    271.00      0.00 1687276  499472   4.07  node /users/dyv
[2020-01-29 14:16:20] 14:16:20    20001     22897    247.00      0.00 1687276  500420   4.07  node /users/dyv
[2020-01-29 14:16:21] 14:16:21    20001     22897    243.00      0.00 1687276  501372   4.08  node /users/dyv
[2020-01-29 14:16:22] 14:16:22    20001     22897    192.00      0.00 1687276  502144   4.09  node /users/dyv
[2020-01-29 14:16:23] 14:16:23    20001     22897    253.00      0.00 1687276  502836   4.09  node /users/dyv
[2020-01-29 14:16:24] 14:16:24    20001     22897    266.00      0.00 1687276  503740   4.10  node /users/dyv
[2020-01-29 14:16:25] 14:16:25    20001     22897    275.00      0.00 1687276  504720   4.11  node /users/dyv
[2020-01-29 14:16:26] 14:16:26    20001     22897    257.00      0.00 1687276  505664   4.12  node /users/dyv
[2020-01-29 14:16:27] 14:16:27    20001     22897    247.00      0.00 1687276  506612   4.12  node /users/dyv
[2020-01-29 14:16:28] 14:16:28    20001     22897    236.00      0.00 1687276  507384   4.13  node /users/dyv
[2020-01-29 14:16:29] 14:16:29    20001     22897    192.00      0.00 1687276  508088   4.14  node /users/dyv
[2020-01-29 14:16:30] 14:16:30    20001     22897   4903.00      0.00 1686764  488384   3.98  node /users/dyv
[2020-01-29 14:16:31] 14:16:31    20001     22897    125.00      0.00 1686764  488720   3.98  node /users/dyv
[2020-01-29 14:16:32] 14:16:32    20001     22897    127.00      0.00 1686764  489248   3.98  node /users/dyv
[2020-01-29 14:16:33] 14:16:33    20001     22897     72.00      0.00 1686764  489512   3.98  node /users/dyv
[2020-01-29 14:16:34] 14:16:34    20001     22897    179.00      0.00 1686764  490304   3.99  node /users/dyv
[2020-01-29 14:16:35] 14:16:35    20001     22897     72.00      0.00 1686764  490304   3.99  node /users/dyv
[2020-01-29 14:16:36] 14:16:36    20001     22897      1.00      0.00 1686764  490304   3.99  node /users/dyv
[2020-01-29 14:16:37] 14:16:37    20001     22897      0.00      0.00 1686764  490304   3.99  node /users/dyv
[2020-01-29 14:16:38] 14:16:38    20001     22897      0.00      0.00 1686764  490304   3.99  node /users/dyv
[2020-01-29 14:16:39] 14:16:39    20001     22897      0.00      0.00 1686764  490304   3.99  node /users/dyv
[2020-01-29 14:16:40] 14:16:40    20001     22897      0.00      0.00 1686764  490304   3.99  node /users/dyv
[2020-01-29 14:16:41] 14:16:41    20001     22897   1368.00      0.00 1686764  487416   3.97  node /users/dyv
[2020-01-29 14:16:42] 14:16:42    20001     22897    587.00      0.00 1686764  486816   3.96  node /users/dyv
[2020-01-29 14:16:43] 14:16:43    20001     22897    256.00      0.00 1686764  486720   3.96  node /users/dyv
[2020-01-29 14:16:44] 14:16:44    20001     22897    259.00      0.00 1686764  487652   3.97  node /users/dyv
[2020-01-29 14:16:45] 14:16:45    20001     22897    218.00      0.00 1686764  488412   3.98  node /users/dyv
[2020-01-29 14:16:46] 14:16:46    20001     22897     16.00      0.00 1686764  488412   3.98  node /users/dyv
[2020-01-29 14:16:47] 14:16:47    20001     22897    243.00      0.00 1686764  489160   3.98  node /users/dyv
[2020-01-29 14:16:48] 14:16:48    20001     22897    107.00      0.00 1686764  487308   3.97  node /users/dyv
[2020-01-29 14:16:49] 14:16:49    20001     22897    225.00      0.00 1686764  487020   3.96  node /users/dyv
[2020-01-29 14:16:50] 14:16:50    20001     22897    430.00      0.00 1686764  486828   3.96  node /users/dyv
[2020-01-29 14:16:51] 14:16:51    20001     22897    263.00      0.00 1686764  486696   3.96  node /users/dyv
[2020-01-29 14:16:52] 14:16:52    20001     22897    247.00      0.00 1686764  486480   3.96  node /users/dyv
[2020-01-29 14:16:53] 14:16:53    20001     22897    194.00      0.00 1686764  487204   3.97  node /users/dyv
[2020-01-29 14:16:54] 14:16:54    20001     22897    264.00      0.00 1686764  487100   3.97  node /users/dyv
[2020-01-29 14:16:55] 14:16:55    20001     22897    272.00      0.00 1686764  486976   3.96  node /users/dyv
[2020-01-29 14:16:56] 14:16:56    20001     22897    260.00      0.00 1686764  486884   3.96  node /users/dyv
[2020-01-29 14:16:57] 14:16:57    20001     22897    262.00      0.00 1686764  486808   3.96  node /users/dyv
[2020-01-29 14:16:58] 14:16:58    20001     22897    265.00      0.00 1686764  486740   3.96  node /users/dyv
[2020-01-29 14:16:59] 14:16:59    20001     22897    271.00      0.00 1686764  486548   3.96  node /users/dyv
[2020-01-29 14:17:00] 14:17:00    20001     22897   1557.00      0.00 1686764  488460   3.98  node /users/dyv
[2020-01-29 14:17:01] 14:17:01    20001     22897    126.00      0.00 1686764  488796   3.98  node /users/dyv
[2020-01-29 14:17:02] 14:17:02    20001     22897    143.00      0.00 1686764  489300   3.98  node /users/dyv
[2020-01-29 14:17:03] 14:17:03    20001     22897     56.00      0.00 1686764  489540   3.99  node /users/dyv
[2020-01-29 14:17:04] 14:17:04    20001     22897    197.00      0.00 1686764  490316   3.99  node /users/dyv
[2020-01-29 14:17:05] 14:17:05    20001     22897   5727.00      0.00 1686764  490528   3.99  node /users/dyv
[2020-01-29 14:17:06] 14:17:06    20001     22897      6.00      0.00 1686764  490528   3.99  node /users/dyv
[2020-01-29 14:17:07] 14:17:07    20001     22897      0.00      0.00 1686764  490528   3.99  node /users/dyv
[2020-01-29 14:17:08] 14:17:08    20001     22897     14.00      0.00 1686764  490528   3.99  node /users/dyv
[2020-01-29 14:17:09] 14:17:09    20001     22897      0.00      0.00 1686764  490528   3.99  node /users/dyv
[2020-01-29 14:17:10] 14:17:10    20001     22897      0.00      0.00 1686764  490528   3.99  node /users/dyv
[2020-01-29 14:17:11] 14:17:11    20001     22897     35.00      0.00 1686764  487456   3.97  node /users/dyv
[2020-01-29 14:17:12] 14:17:12    20001     22897    236.00      0.00 1686764  486912   3.96  node /users/dyv
[2020-01-29 14:17:13] 14:17:13    20001     22897    256.00      0.00 1686764  486920   3.96  node /users/dyv
[2020-01-29 14:17:14] 14:17:14    20001     22897    250.00      0.00 1686764  486872   3.96  node /users/dyv
[2020-01-29 14:17:15] 14:17:15    20001     22897    231.00      0.00 1686764  486888   3.96  node /users/dyv
[2020-01-29 14:17:16] 14:17:16    20001     22897    252.00      0.00 1686764  486588   3.96  node /users/dyv
[2020-01-29 14:17:17] 14:17:17    20001     22897    256.00      0.00 1686764  487572   3.97  node /users/dyv
[2020-01-29 14:17:18] 14:17:18    20001     22897    192.00      0.00 1686764  488364   3.98  node /users/dyv
[2020-01-29 14:17:19] 14:17:19    20001     22897    198.00      0.00 1686764  489156   3.98  node /users/dyv
[2020-01-29 14:17:20] 14:17:20    20001     22897     66.00      0.00 1686764  487424   3.97  node /users/dyv
[2020-01-29 14:17:21] 14:17:21    20001     22897    266.00      0.00 1686764  487200   3.97  node /users/dyv
[2020-01-29 14:17:22] 14:17:22    20001     22897    239.00      0.00 1686764  486944   3.96  node /users/dyv
[2020-01-29 14:17:23] 14:17:23    20001     22897    239.00      0.00 1686764  486920   3.96  node /users/dyv
[2020-01-29 14:17:24] 14:17:24    20001     22897    233.00      0.00 1686764  486696   3.96  node /users/dyv
[2020-01-29 14:17:25] 14:17:25    20001     22897    223.00      0.00 1686764  486460   3.96  node /users/dyv
[2020-01-29 14:17:26] 14:17:26    20001     22897    226.00      0.00 1686764  486492   3.96  node /users/dyv
[2020-01-29 14:17:27] 14:17:27    20001     22897    186.00      0.00 1686764  487284   3.97  node /users/dyv
[2020-01-29 14:17:28] 14:17:28    20001     22897    226.00      0.00 1686764  487052   3.96  node /users/dyv
[2020-01-29 14:17:29] 14:17:29    20001     22897    242.00      0.00 1686764  488108   3.97  node /users/dyv
[2020-01-29 14:17:30] 14:17:30    20001     22897    670.00      0.00 1686764  490476   3.99  node /users/dyv
[2020-01-29 14:17:31] 14:17:31    20001     22897      4.00      0.00 1686764  490476   3.99  node /users/dyv
[2020-01-29 14:17:32] 14:17:32    20001     22897      0.00      0.00 1686764  490476   3.99  node /users/dyv
[2020-01-29 14:17:33] 14:17:33    20001     22897     40.00      0.00 1686764  490476   3.99  node /users/dyv
[2020-01-29 14:17:34] 14:17:34    20001     22897    129.00      0.00 1686764  490880   4.00  node /users/dyv
[2020-01-29 14:17:35] 14:17:35    20001     22897    621.00      0.00 1686764  492500   4.01  node /users/dyv
[2020-01-29 14:17:36] 14:17:36    20001     22897      0.00      0.00 1686764  492500   4.01  node /users/dyv
[2020-01-29 14:17:37] 14:17:37    20001     22897      5.00      0.00 1686764  492500   4.01  node /users/dyv
[2020-01-29 14:17:38] 14:17:38    20001     22897      0.00      0.00 1686764  492500   4.01  node /users/dyv
[2020-01-29 14:17:39] 14:17:39    20001     22897      0.00      0.00 1686764  492500   4.01  node /users/dyv
[2020-01-29 14:17:40] 14:17:40    20001     22897     35.00      0.00 1686764  492500   4.01  node /users/dyv
[2020-01-29 14:17:41] 14:17:41    20001     22897      1.00      0.00 1686764  492500   4.01  node /users/dyv
[2020-01-29 14:17:42] 14:17:42    20001     22897      5.00      0.00 1686764  492596   4.01  node /users/dyv
[2020-01-29 14:17:43] 14:17:43    20001     22897    113.00      0.00 1686764  492828   4.01  node /users/dyv
[2020-01-29 14:17:44] 14:17:44    20001     22897    232.00      0.00 1686764  493856   4.02  node /users/dyv
[2020-01-29 14:17:45] 14:17:45    20001     22897    229.00      0.00 1686764  494628   4.03  node /users/dyv
[2020-01-29 14:17:46] 14:17:46    20001     22897    197.00      0.00 1686764  495412   4.03  node /users/dyv
[2020-01-29 14:17:47] 14:17:47    20001     22897    242.00      0.00 1687276  496440   4.04  node /users/dyv
[2020-01-29 14:17:48] 14:17:48    20001     22897    286.00      0.00 1687276  497484   4.05  node /users/dyv
[2020-01-29 14:17:49] 14:17:49    20001     22897    340.00      0.00 1687276  498784   4.06  node /users/dyv
[2020-01-29 14:17:50] 14:17:50    20001     22897    244.00      0.00 1687276  499820   4.07  node /users/dyv
[2020-01-29 14:17:51] 14:17:51    20001     22897   1043.00      0.00 1687276  500848   4.08  node /users/dyv
[2020-01-29 14:17:52] 14:17:52    20001     22897   1026.00      0.00 1687788  501768   4.08  node /users/dyv
[2020-01-29 14:17:53] 14:17:53    20001     22897    280.00      0.00 1687788  502704   4.09  node /users/dyv
[2020-01-29 14:17:54] 14:17:54    20001     22897    274.00      0.00 1687788  503692   4.10  node /users/dyv
[2020-01-29 14:17:55] 14:17:55    20001     22897    257.00      0.00 1687788  504712   4.11  node /users/dyv
[2020-01-29 14:17:56] 14:17:56    20001     22897    208.00      0.00 1687788  505448   4.11  node /users/dyv
[2020-01-29 14:17:57] 14:17:57    20001     22897    253.00      0.00 1687788  506472   4.12  node /users/dyv
[2020-01-29 14:17:58] 14:17:58    20001     22897    265.00      0.00 1687788  507464   4.13  node /users/dyv
[2020-01-29 14:17:59] 14:17:59    20001     22897    267.00      0.00 1688300  508504   4.14  node /users/dyv
[2020-01-29 14:18:00] 14:18:00    20001     22897   1516.00      0.00 1688300  511352   4.16  node /users/dyv
[2020-01-29 14:18:01] 14:18:01    20001     22897      6.00      0.00 1688300  511352   4.16  node /users/dyv
[2020-01-29 14:18:02] 14:18:02    20001     22897     20.00      0.00 1688812  511492   4.16  node /users/dyv
[2020-01-29 14:18:03] 14:18:03    20001     22897     35.00      0.00 1688812  511492   4.16  node /users/dyv
[2020-01-29 14:18:04] 14:18:04    20001     22897   5164.00      0.00 1687788  489084   3.98  node /users/dyv
[2020-01-29 14:18:05] 14:18:05    20001     22897    506.00      0.00 1687788  490044   3.99  node /users/dyv
[2020-01-29 14:18:06] 14:18:06    20001     22897    154.00      0.00 1687788  490564   3.99  node /users/dyv
[2020-01-29 14:18:07] 14:18:07    20001     22897    116.00      0.00 1687788  491072   4.00  node /users/dyv
[2020-01-29 14:18:08] 14:18:08    20001     22897      0.00      0.00 1687788  491072   4.00  node /users/dyv
[2020-01-29 14:18:09] 14:18:09    20001     22897     40.00      0.00 1687788  491072   4.00  node /users/dyv
[2020-01-29 14:18:10] 14:18:10    20001     22897      0.00      0.00 1687788  491072   4.00  node /users/dyv
[2020-01-29 14:18:11] 14:18:11    20001     22897      8.00      0.00 1687788  491072   4.00  node /users/dyv
[2020-01-29 14:18:12] 14:18:12    20001     22897     47.00      0.00 1687788  488168   3.97  node /users/dyv
[2020-01-29 14:18:13] 14:18:13    20001     22897    275.00      0.00 1687788  487956   3.97  node /users/dyv
[2020-01-29 14:18:14] 14:18:14    20001     22897    257.00      0.00 1687788  487640   3.97  node /users/dyv
[2020-01-29 14:18:15] 14:18:15    20001     22897    234.00      0.00 1687788  487660   3.97  node /users/dyv
[2020-01-29 14:18:16] 14:18:16    20001     22897    231.00      0.00 1687788  487412   3.97  node /users/dyv
[2020-01-29 14:18:17] 14:18:17    20001     22897    290.10      0.00 1687788  487308   3.97  node /users/dyv
[2020-01-29 14:18:18] 14:18:18    20001     22897    251.00      0.00 1687788  487272   3.97  node /users/dyv
[2020-01-29 14:18:19] 14:18:19    20001     22897    240.00      0.00 1687788  487308   3.97  node /users/dyv
[2020-01-29 14:18:20] 14:18:20    20001     22897    199.00      0.00 1687788  488100   3.97  node /users/dyv
[2020-01-29 14:18:21] 14:18:21    20001     22897    252.00      0.00 1687788  487772   3.97  node /users/dyv
[2020-01-29 14:18:22] 14:18:22    20001     22897    269.00      0.00 1687788  487696   3.97  node /users/dyv
[2020-01-29 14:18:23] 14:18:23    20001     22897    253.00      0.00 1687788  487620   3.97  node /users/dyv
[2020-01-29 14:18:24] 14:18:24    20001     22897    265.00      0.00 1687788  487572   3.97  node /users/dyv
[2020-01-29 14:18:25] 14:18:25    20001     22897    248.00      0.00 1687788  487316   3.97  node /users/dyv
[2020-01-29 14:18:26] 14:18:26    20001     22897    248.00      0.00 1687788  487264   3.97  node /users/dyv
[2020-01-29 14:18:27] 14:18:27    20001     22897    251.00      0.00 1687788  488232   3.97  node /users/dyv
[2020-01-29 14:18:28] 14:18:28    20001     22897    196.00      0.00 1687788  488988   3.98  node /users/dyv
[2020-01-29 14:18:29] 14:18:29    20001     22897    253.00      0.00 1687788  489920   3.99  node /users/dyv
[2020-01-29 14:18:30] 14:18:30    20001     22897   1085.00      0.00 1687788  492252   4.01  node /users/dyv
[2020-01-29 14:18:31] 14:18:31    20001     22897      9.00      0.00 1687788  492252   4.01  node /users/dyv
[2020-01-29 14:18:32] 14:18:32    20001     22897      5.00      0.00 1687788  492252   4.01  node /users/dyv
[2020-01-29 14:18:33] 14:18:33    20001     22897     26.00      0.00 1687788  492312   4.01  node /users/dyv
[2020-01-29 14:18:34] 14:18:34    20001     22897     37.00      0.00 1687788  492312   4.01  node /users/dyv
[2020-01-29 14:18:35] 14:18:35    20001     22897    894.00      0.00 1687788  490248   3.99  node /users/dyv
[2020-01-29 14:18:36] 14:18:36    20001     22897     37.00      0.00 1687788  490248   3.99  node /users/dyv
[2020-01-29 14:18:37] 14:18:37    20001     22897      0.00      0.00 1687788  490248   3.99  node /users/dyv
[2020-01-29 14:18:38] 14:18:38    20001     22897     92.00      0.00 1687788  490372   3.99  node /users/dyv
[2020-01-29 14:18:39] 14:18:39    20001     22897    159.00      0.00 1687788  491164   4.00  node /users/dyv
[2020-01-29 14:18:40] 14:18:40    20001     22897      0.00      0.00 1687788  491164   4.00  node /users/dyv
[2020-01-29 14:18:41] 14:18:41    20001     22897      0.00      0.00 1687788  491164   4.00  node /users/dyv
[2020-01-29 14:18:42] 14:18:42    20001     22897      0.00      0.00 1687788  488092   3.97  node /users/dyv
[2020-01-29 14:18:43] 14:18:43    20001     22897    252.00      0.00 1687788  488004   3.97  node /users/dyv
[2020-01-29 14:18:44] 14:18:44    20001     22897    234.00      0.00 1687788  487776   3.97  node /users/dyv
[2020-01-29 14:18:45] 14:18:45    20001     22897    234.00      0.00 1687788  487808   3.97  node /users/dyv
[2020-01-29 14:18:46] 14:18:46    20001     22897    234.00      0.00 1687788  487576   3.97  node /users/dyv
[2020-01-29 14:18:47] 14:18:47    20001     22897    243.00      0.00 1687788  488624   3.98  node /users/dyv
[2020-01-29 14:18:48] 14:18:48    20001     22897    164.00      0.00 1687788  489152   3.98  node /users/dyv
[2020-01-29 14:18:49] 14:18:49    20001     22897     22.00      0.00 1687788  489416   3.98  node /users/dyv
[2020-01-29 14:18:50] 14:18:50    20001     22897    199.00      0.00 1687788  490208   3.99  node /users/dyv
[2020-01-29 14:18:51] 14:18:51    20001     22897     44.00      0.00 1687788  488136   3.97  node /users/dyv
[2020-01-29 14:18:52] 14:18:52    20001     22897    195.00      0.00 1687788  487904   3.97  node /users/dyv
[2020-01-29 14:18:53] 14:18:53    20001     22897    229.00      0.00 1687788  487936   3.97  node /users/dyv
[2020-01-29 14:18:54] 14:18:54    20001     22897    246.00      0.00 1687788  487656   3.97  node /users/dyv
[2020-01-29 14:18:55] 14:18:55    20001     22897    229.00      0.00 1687788  487688   3.97  node /users/dyv
[2020-01-29 14:18:56] 14:18:56    20001     22897    229.00      0.00 1687788  488480   3.98  node /users/dyv
[2020-01-29 14:18:57] 14:18:57    20001     22897    192.00      0.00 1687788  488248   3.97  node /users/dyv
[2020-01-29 14:18:58] 14:18:58    20001     22897      6.00      0.00 1687788  488248   3.97  node /users/dyv
[2020-01-29 14:18:59] 14:18:59    20001     22897    200.00      0.00 1687788  488016   3.97  node /users/dyv
[2020-01-29 14:19:00] 14:19:00    20001     22897    796.00      0.00 1687788  489316   3.98  node /users/dyv
[2020-01-29 14:19:01] 14:19:01    20001     22897      0.00      0.00 1687788  489316   3.98  node /users/dyv
[2020-01-29 14:19:02] 14:19:02    20001     22897      0.00      0.00 1687788  489316   3.98  node /users/dyv
[2020-01-29 14:19:03] 14:19:03    20001     22897      0.00      0.00 1687788  489316   3.98  node /users/dyv
[2020-01-29 14:19:04] 14:19:04    20001     22897     26.00      0.00 1687788  489316   3.98  node /users/dyv
